name,total_atoms,total_bonds,total_angles,total_dihedrals,total_atom_types,total_bond_types,total_angle_types,total_dihedral_types,C1,C2,C3,C4,O1,O2,O3,N1,H1,H2,H3,H4,H5,H6,H7,H8,F,Cl,S,Si,C3_N1,S_C2,C1_N1,C2_H4,Si_C1,S_C1,S_O1,O3_H5,C1_C1,O2_C1,C1_C3,C1_H8,C2_N1,N1_H6,C2_C2,C1_O3,Si_H1,C2_H3,C1_H2,C1_Cl,C1_H1,C2_O2,C1_C2,C2_O3,C1_F,Si_O3,C2_O1,Cl_C1_F,F_C1_F,C2_S_C2,C2_O2_C2,H3_C2_C2,C1_C1_C3,C1_C2_C1,H2_C1_H2,Si_C1_H1,O3_Si_H1,H6_N1_C1,H1_Si_C1,C1_N1_C2,O1_S_O1,N1_C2_O1,O3_Si_C1,C2_C1_H2,S_C2_C2,C1_C2_O1,H2_C1_Cl,C2_C1_H1,C1_C1_H8,O1_C2_O3,N1_C1_H2,Si_C1_C1,Cl_C1_H8,H1_C1_H1,C1_Si_C1,Si_O3_H5,O2_C1_H2,O3_C1_H2,H8_C1_F,H1_C1_C3,F_C1_C1,C1_C3_N1,H5_O3_C1,C1_C1_S,C2_C2_O1,C2_C2_C2,O1_C2_H4,H6_N1_H6,C2_C1_O3,C1_C2_N1,C2_C2_O3,H5_O3_C2,C1_S_C1,C1_C1_N1,O2_C2_C2,O1_S_C2,C1_C1_C1,C1_C1_H2,C1_C1_O2,H6_N1_C2,C1_C1_Cl,F_C1_H2,C2_C2_H4,C1_C2_O3,C2_O2_C1,O2_C2_C1,C1_C1_O3,S_C1_H2,C1_C2_H3,C1_C2_H4,N1_C1_C2,O1_C2_O2,C1_C2_C2,C1_C1_H1,C1_C1_C2,C2_C1_C2_H3,H3_C2_C2_O3,H6_N1_C2_O1,C2_H6_N1_H6,O3_C1_C1_H1,H2_C1_C1_O3,C2_C1_N1_H6,H4_C2_C1_H1,C1_O2_C2_C1,H6_N1_C1_H2,H1_C1_C1_Cl,H4_C2_C2_O1,H1_C1_C1_C3,C2_O2_C1_C1,C2_C2_O3_H5,H1_C1_C2_C1,Si_C1_C1_H1,H2_C1_C1_F,C2_O2_C2_C2,F_C1_C1_F,H2_C1_C1_H8,H5_O3_C1_C1,H2_C1_C1_C1,C1_C1_C1_C1,H3_C2_C2_C1,H2_C1_C1_H2,H2_C1_C2_O3,C1_C2_C2_C1,H1_C1_C2_O1,H2_C1_C2_O1,O1_S_C2_C2,O1_C2_O2_C1,C1_C1_N1_C2,H1_C1_C1_F,H1_C1_C1_C1,C1_N1_C2_O1,H1_C1_C1_C2,H2_C1_C1_H1,H1_Si_C1_H1,H4_C2_C1_N1,H1_C1_C3_N1,O1_C2_H4_C2,C2_O1_C2_O2,H3_C2_C2_C2,H2_C1_C2_H4,H1_C1_C2_O3,O1_C2_O3_H5,H1_C1_C2_N1,H1_C1_C2_O2,C1_O1_C2_O2,F_C1_C1_H8,H3_C2_C2_H3,H2_C1_S_C1,H1_C1_C1_O2,H2_C1_O3_H5,O2_C1_C1_O3,H3_C2_C1_H1,N1_C2_C1_C1,H2_C1_O2_C2,C1_H4_C2_O1,C1_O1_C2_O3,H1_C1_C2_C2,H1_C1_C1_H1,H1_C1_C1_N1,Mol_Wt,Tg,Cp_KJ/Kg-K,Cp_J/mol-K
Poly_alpha_methylstyrene,21,21,36,54,4,5,8,6,3,6,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,5,0,0,7,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,6,0,118.18,441,1.2752,150.7
Poly_p-methylstyrene,21,21,36,51,4,5,7,5,3,6,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,8,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,12,6,0,118.18,380,1.2743,150.6
Poly_acrylonitrile,9,8,13,12,4,4,5,3,2,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,53.06,378,1.297,68.83
Poly_chlorotrifluoroethylene,8,7,12,11,4,4,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7,325,0.85945,100.1
Polytetrafluroethylene,8,7,12,13,3,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01,240,0.9016,45.09
Polytrifluroethylene,8,7,12,15,4,4,7,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.02,304,1.078,88.4
Poly_vinyl_chloride,8,7,12,12,4,4,6,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,354,0.9496,59.35
Poly_vinyl_fluoride,8,7,12,12,4,4,6,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.04,314,1.301,59.91
Poly_p-phenylene,12,12,18,30,2,2,2,2,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,76.1,,1.117,85.04
Poly_vinyl_acetate,14,13,22,29,6,7,11,8,3,1,0,0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,86.09,304,1.183,101.86
Poly_vinyl_alcohol,9,8,13,16,5,5,7,4,2,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44.05,358,1.546,68.11
Poly_vinyl_benzoate,21,21,34,54,7,9,13,8,2,7,0,0,1,1,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,5,2,0,3,1,0,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,0,28,0,6,0,0,0,0,2,0,0,0,0,0,148.16,347,1.1025,163.35
Poly_p-xylylene,18,18,30,42,4,4,5,3,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,6,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,104.15,286,1.3022,135.622
Nylon612,58,57,108,185,8,11,21,12,16,2,0,0,2,0,0,2,28,4,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,14,0,0,0,1,3,0,0,0,0,4,0,28,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0,2,0,4,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,12,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52,2,0,0,5,0,0,0,1,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,8,0,0,0,3,0,44,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,48,0,310.48,319,1.5926,494.48
Nylon66,40,39,72,119,8,11,21,12,10,2,0,0,2,0,0,2,16,4,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,0,0,0,1,3,0,0,0,0,4,0,16,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0,2,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28,2,0,0,5,0,0,0,1,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,3,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,24,0,226.32,323,1.4638,331.3
Nylon69,49,48,90,152,8,11,21,12,13,2,0,0,2,0,0,2,22,4,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,0,0,0,1,3,0,0,0,0,4,0,22,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0,2,0,4,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40,2,0,0,5,0,0,0,1,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,0,3,0,32,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,36,0,268.4,331,1.5204,408.08
Nylon610,52,51,96,163,8,11,21,12,14,2,0,0,2,0,0,2,24,4,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,12,0,0,0,1,3,0,0,0,0,4,0,24,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0,0,0,2,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,10,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44,2,0,0,5,0,0,0,1,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8,0,0,0,3,0,36,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,40,0,282.43,323,1.5644,441.82
Nylon6,21,20,36,55,8,8,14,8,5,1,0,0,1,0,0,1,8,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,113.16,313,1.5023,170
Nylon12,39,38,72,121,8,8,14,8,11,1,0,0,1,0,0,1,20,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,2,0,0,0,0,2,0,20,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,197.32,314,1.6952,334.49
Nylon11,36,35,66,110,8,8,14,8,10,1,0,0,1,0,0,1,18,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,2,0,18,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,1,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,0,30,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,183.3,316,1.7507,320.91
Poly_L_alanine,12,11,18,23,8,8,13,5,2,1,0,0,1,0,0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,71.08,,1.315,93.47
Poly_L_asparagine,20,19,31,49,10,10,17,7,3,2,0,0,2,0,1,2,2,2,0,1,1,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,4,0,0,0,0,2,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,4,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,114.1,,1.218,139
Polyglycine,10,9,13,18,8,7,10,5,1,1,0,0,1,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.05,,1.17,66.75
Poly_L_methionine,19,18,31,38,9,9,18,6,4,1,0,0,1,0,0,1,2,6,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,131.19,,1.347,176.7
Poly_L_phenylalanine,22,22,36,59,9,11,18,8,2,7,0,0,1,0,0,1,2,1,5,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,6,0,0,5,1,0,2,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,5,0,0,0,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,6,0,0,147.18,,1.153,169.7
Poly_L_serine,13,12,19,28,9,9,15,8,2,1,0,0,1,0,1,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,87.08,,1.297,112.9
Poly_L_valine,18,17,30,41,8,8,14,7,4,1,0,0,1,0,0,1,7,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,99.13,,1.455,144.2
Poly_butylene_adipate,32,31,56,94,9,10,18,12,8,2,0,0,2,1,1,0,12,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,0,0,0,0,0,1,0,0,4,0,12,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,20,2,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,6,0,0,0,0,8,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,2,2,0,0,16,0,200.24,199,1.9706,394.595
Poly_butylene_terephthalate,30,30,50,84,10,12,19,11,4,8,0,0,2,1,1,0,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,8,1,0,4,4,0,4,1,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,2,10,1,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,220.23,248,1.6134,355.311
Poly_ethylene_terephthalate,24,24,38,62,9,11,16,8,2,8,0,0,2,1,1,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,0,0,4,2,0,3,1,0,1,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,10,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,2,38,0,0,3,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,192.16,342,1.172,225.2
