name,C3_N1,S_C2,C1_N1,C2_H4,Si_C1,S_C1,S_O1,O3_H5,C1_C1,O2_C1,C1_C3,C1_H8,C2_N1,N1_H6,C2_C2,C1_O3,Si_H1,C2_H3,C1_H2,C1_Cl,C1_H1,C2_O2,C1_C2,C2_O3,C1_F,Si_O3,C2_O1,Cl_C1_F,F_C1_F,C2_S_C2,C2_O2_C2,H3_C2_C2,C1_C1_C3,C1_C2_C1,H2_C1_H2,Si_C1_H1,O3_Si_H1,H6_N1_C1,H1_Si_C1,C1_N1_C2,O1_S_O1,N1_C2_O1,O3_Si_C1,C2_C1_H2,S_C2_C2,C1_C2_O1,H2_C1_Cl,C2_C1_H1,C1_C1_H8,O1_C2_O3,N1_C1_H2,Si_C1_C1,Cl_C1_H8,H1_C1_H1,C1_Si_C1,Si_O3_H5,O2_C1_H2,O3_C1_H2,H8_C1_F,H1_C1_C3,F_C1_C1,C1_C3_N1,H5_O3_C1,C1_C1_S,C2_C2_O1,C2_C2_C2,O1_C2_H4,H6_N1_H6,C2_C1_O3,C1_C2_N1,C2_C2_O3,H5_O3_C2,C1_S_C1,C1_C1_N1,O2_C2_C2,O1_S_C2,C1_C1_C1,C1_C1_H2,C1_C1_O2,H6_N1_C2,C1_C1_Cl,F_C1_H2,C2_C2_H4,C1_C2_O3,C2_O2_C1,O2_C2_C1,C1_C1_O3,S_C1_H2,C1_C2_H3,C1_C2_H4,N1_C1_C2,O1_C2_O2,C1_C2_C2,C1_C1_H1,C1_C1_C2,C2_C1_C2_H3,H3_C2_C2_O3,H6_N1_C2_O1,C2_H6_N1_H6,O3_C1_C1_H1,H2_C1_C1_O3,C2_C1_N1_H6,H4_C2_C1_H1,C1_O2_C2_C1,H6_N1_C1_H2,H1_C1_C1_Cl,H4_C2_C2_O1,H1_C1_C1_C3,C2_O2_C1_C1,C2_C2_O3_H5,H1_C1_C2_C1,Si_C1_C1_H1,H2_C1_C1_F,C2_O2_C2_C2,F_C1_C1_F,H2_C1_C1_H8,H5_O3_C1_C1,H2_C1_C1_C1,C1_C1_C1_C1,H3_C2_C2_C1,H2_C1_C1_H2,H2_C1_C2_O3,C1_C2_C2_C1,H1_C1_C2_O1,H2_C1_C2_O1,O1_S_C2_C2,O1_C2_O2_C1,C1_C1_N1_C2,H1_C1_C1_F,H1_C1_C1_C1,C1_N1_C2_O1,H1_C1_C1_C2,H2_C1_C1_H1,H1_Si_C1_H1,H4_C2_C1_N1,H1_C1_C3_N1,O1_C2_H4_C2,C2_O1_C2_O2,H3_C2_C2_C2,H2_C1_C2_H4,H1_C1_C2_O3,O1_C2_O3_H5,H1_C1_C2_N1,H1_C1_C2_O2,C1_O1_C2_O2,F_C1_C1_H8,H3_C2_C2_H3,H2_C1_S_C1,H1_C1_C1_O2,H2_C1_O3_H5,O2_C1_C1_O3,H3_C2_C1_H1,N1_C2_C1_C1,H2_C1_O2_C2,C1_H4_C2_O1,C1_O1_C2_O3,H1_C1_C2_C2,H1_C1_C1_H1,H1_C1_C1_N1,Tg,Cp_KJ/Kg-K,Cp_J/mol-K
Poly_butylene_terephthalate,0,0,0,1,0,0,0,1,3,1,0,0,0,0,8,1,0,4,4,0,4,1,0,0,0,0,2,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,2,10,1,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,2,0,38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,248,1.6134,355.311
Poly_ethylene_terephthalate,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,0,0,4,2,0,3,1,0,1,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,10,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,2,38,0,0,3,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,342,1.172,225.2
Poly_tridecanolactone,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,4,0,0,0,0,0,41,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,237,1.79,380
Polycaprolactone,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,12,0,209,1.4229,162.42
Polyglycolide,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,318,1.127,65.42
Poly_beta_propiolactone,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,249,1.878,135.354
Poly_ethylene_oxalate,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,306,1.1175,129.705
Poly_ethylene_sebacate,0,0,0,1,0,0,0,1,8,1,0,0,0,0,0,1,0,0,4,0,16,1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,8,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,28,2,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,15,0,10,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,2,0,0,2,2,0,0,28,0,245,1.9245,439.34
"Poly_oxy-2,6-dimethyl-1,4-phenylene",0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,0,0,6,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,482,1.2459,149.7
Poly_oxyethylene,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,206,1.257,55.36
Poly_oxymethylene,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,190,1.283,38.52
Poly_oxy_1_4_phenylene,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,1.185,109.1
Poly_oxy_propylene,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198,1.915,111.23
Poly_oxytetramethylene,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,189,1.985,143.15
Poly_oxytrimethylene,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,195,1.373,79.73
Poly_diethyl_siloxane,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,135,1.6184,165.417
Poly_dimethyl_itaconate,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,6,2,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,6,0,0,0,5,0,377,1.3183,208.507
Poly_dimethyl_siloxane,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1.591,118
Poly_4_hydroxybenzoic_acid,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1.0207,122.6
PAS,0,2,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,18,0,0,0,4,0,0,0,0,0,0,0,1,2,36,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,492.6,1.009,141.4
